file,province,field,value,count,pct
ODB_v3_NB,NB,dataset,Building Footprints; Civic Addresses; Fire Stations,1,0.0002
ODB_v3_NB,NB,dataset,Building Footprints; Civic Addresses; Financial Institutions; Grocery Stores,1,0.0002
ODB_v3_NB,NB,dataset,Building Footprints; Civic Addresses; City Facilities,1,0.0002
ODB_v3_NB,NB,dataset,Building Footprints; Civic Addresses; Arenas,1,0.0002
ODB_v3_NB,NB,dataset,Building Footprints; City Facilities; Civic Addresses,1,0.0002
ODB_v3_NB,NB,dataset,Automatically Extracted Buildings; National Railway Network - NRWN - GeoBase Series,1,0.0002
ODB_v3_NB,NB,type,..,543939,82.1875
ODB_v3_NB,NB,type,Residence,75498,11.4075
ODB_v3_NB,NB,type,Single Family Dwelling,30234,4.5683
ODB_v3_NB,NB,type,Two Unit Dwelling,4894,0.7395
ODB_v3_NB,NB,type,Cottage / Camp,2395,0.3619
ODB_v3_NB,NB,type,Multi-Unit Dwelling,1616,0.2442
ODB_v3_NB,NB,type,Commercial / Business,1245,0.1881
ODB_v3_NB,NB,type,Three Unit Dwelling,331,0.05
ODB_v3_NB,NB,type,Garage,313,0.0473
ODB_v3_NB,NB,type,Education Facility,174,0.0263
ODB_v3_NB,NB,type,Commercial or Retail Facility,151,0.0228
ODB_v3_NB,NB,type,Religious Structure,81,0.0122
ODB_v3_NB,NB,type,Seniors Home,77,0.0116
ODB_v3_NB,NB,type,Hospital,57,0.0086
ODB_v3_NB,NB,type,Place of Worship,56,0.0085
ODB_v3_NB,NB,type,Grocery Store,43,0.0065
ODB_v3_NB,NB,type,Religious,40,0.006
ODB_v3_NB,NB,type,Industrial Facility,39,0.0059
ODB_v3_NB,NB,type,Airport Facility,38,0.0057
ODB_v3_NB,NB,type,Hotel,35,0.0053
ODB_v3_NB,NB,type,Daycare,35,0.0053
ODB_v3_NB,NB,type,Shopping Mall / Complex,30,0.0045
ODB_v3_NB,NB,type,Health / Medical Facility,25,0.0038
ODB_v3_NB,NB,type,Adult Residential Facility,25,0.0038
ODB_v3_NB,NB,type,Barn,22,0.0033
ODB_v3_NB,NB,type,School,20,0.003
ODB_v3_NB,NB,type,Community Centre,20,0.003
ODB_v3_NB,NB,type,Restaurant / Eating Establishment,19,0.0029
ODB_v3_NB,NB,type,Community Pharmacy,18,0.0027
ODB_v3_NB,NB,type,Quarry,16,0.0024
ODB_v3_NB,NB,type,Federal Government,16,0.0024
ODB_v3_NB,NB,type,Financial Institution,14,0.0021
ODB_v3_NB,NB,type,Gas Station,13,0.002
ODB_v3_NB,NB,type,Water Supply and Treatment,12,0.0018
ODB_v3_NB,NB,type,Special Care Home,12,0.0018
ODB_v3_NB,NB,type,Railyard,12,0.0018
ODB_v3_NB,NB,type,Nursing Home,12,0.0018
ODB_v3_NB,NB,type,Municipal Facility,11,0.0017
ODB_v3_NB,NB,type,Health or Medical Facility,11,0.0017
ODB_v3_NB,NB,type,Auto Dealership,11,0.0017
ODB_v3_NB,NB,type,Fire Station / EMS Station,10,0.0015
ODB_v3_NB,NB,type,Fire Station,10,0.0015
ODB_v3_NB,NB,type,Cabin,10,0.0015
ODB_v3_NB,NB,type,Museum,9,0.0014
ODB_v3_NB,NB,type,Theatre,7,0.0011
ODB_v3_NB,NB,type,Information or Communication Facility,7,0.0011
ODB_v3_NB,NB,type,Group Home,7,0.0011
ODB_v3_NB,NB,type,General Recreation Facility,7,0.0011
ODB_v3_NB,NB,type,Provincial Facility,6,0.0009
ODB_v3_NB,NB,type,Pool,6,0.0009
ODB_v3_NB,NB,type,Police,6,0.0009
ODB_v3_NB,NB,type,Park,6,0.0009
ODB_v3_NB,NB,type,Cultural or Heritage,6,0.0009
ODB_v3_NB,NB,type,Waste Management,5,0.0008
ODB_v3_NB,NB,type,Social Services,5,0.0008
ODB_v3_NB,NB,type,Shopping Centre,5,0.0008
ODB_v3_NB,NB,type,Parking Garage,5,0.0008
ODB_v3_NB,NB,type,Government,5,0.0008
ODB_v3_NB,NB,type,Education,5,0.0008
ODB_v3_NB,NB,type,Arena,5,0.0008
ODB_v3_NB,NB,type,Water Supply or Treatment Facility,4,0.0006
ODB_v3_NB,NB,type,Post Secondary School,4,0.0006
ODB_v3_NB,NB,type,Library,4,0.0006
ODB_v3_NB,NB,type,Pharmacy,3,0.0005
ODB_v3_NB,NB,type,Medical Facility,3,0.0005
ODB_v3_NB,NB,type,Lighthouse,3,0.0005
ODB_v3_NB,NB,type,College,3,0.0005
ODB_v3_NB,NB,type,Bank,3,0.0005
ODB_v3_NB,NB,type,Residential/Commercial,2,0.0003
ODB_v3_NB,NB,type,Recreation Centre,2,0.0003
ODB_v3_NB,NB,type,Radio / TV Broadcast Facility,2,0.0003
ODB_v3_NB,NB,type,Police Station,2,0.0003
ODB_v3_NB,NB,type,Military Facility,2,0.0003
ODB_v3_NB,NB,type,Liquor Store,2,0.0003
ODB_v3_NB,NB,type,Lift Station,2,0.0003
ODB_v3_NB,NB,type,Information and Communication,2,0.0003
ODB_v3_NB,NB,type,Grocery Store / Big Box Store,2,0.0003
ODB_v3_NB,NB,type,Greenhouse,2,0.0003
ODB_v3_NB,NB,type,Energy,2,0.0003
ODB_v3_NB,NB,type,Employment Services,2,0.0003
ODB_v3_NB,NB,type,Cultural,2,0.0003
ODB_v3_NB,NB,type,Courthouse,2,0.0003
ODB_v3_NB,NB,type,Aerospace,2,0.0003
ODB_v3_NB,NB,type,Zoo,1,0.0002
ODB_v3_NB,NB,type,Youth Services,1,0.0002
ODB_v3_NB,NB,type,Transportation Facility,1,0.0002
ODB_v3_NB,NB,type,Train/Bus Station,1,0.0002
ODB_v3_NB,NB,type,Sports Arena / Stadium,1,0.0002
ODB_v3_NB,NB,type,Special Purpose Home,1,0.0002
ODB_v3_NB,NB,type,Service Station,1,0.0002
ODB_v3_NB,NB,type,School District,1,0.0002
ODB_v3_NB,NB,type,Rehabilitation Centre,1,0.0002
ODB_v3_NB,NB,type,Pump Building,1,0.0002
ODB_v3_NB,NB,type,Psychiatric Treatment Facility,1,0.0002
ODB_v3_NB,NB,type,Police Office,1,0.0002
ODB_v3_NB,NB,type,Office Space,1,0.0002
ODB_v3_NB,NB,type,Mail Service,1,0.0002
ODB_v3_NB,NB,type,Lodge,1,0.0002
ODB_v3_NB,NB,type,Institutional Pharmacy,1,0.0002
ODB_v3_NB,NB,type,Hospice Care Facility,1,0.0002
ODB_v3_NB,NB,type,Grocery Store / Complex,1,0.0002
ODB_v3_NB,NB,type,Government or Military Facility,1,0.0002
ODB_v3_NB,NB,type,Gatehouse,1,0.0002
ODB_v3_NB,NB,type,Funeral Home,1,0.0002
ODB_v3_NB,NB,type,Former Elementary School,1,0.0002
ODB_v3_NB,NB,type,Energy Facility,1,0.0002
ODB_v3_NB,NB,type,Convent,1,0.0002
ODB_v3_NB,NB,type,Casino,1,0.0002
ODB_v3_NB,NB,type,Cannabis Store,1,0.0002
ODB_v3_NB,NB,type,Arts Centre,1,0.0002
ODB_v3_NB,NB,type,Agricultural,1,0.0002
ODB_v3_NB,NB,prov_terr,NB,661827,100.0
ODB_v3_NL,NL,source,Government of Canada,187694,100.0
ODB_v3_NL,NL,dataset,Automatically Extracted Buildings,187692,99.9989
ODB_v3_NL,NL,dataset,"Automatically Extracted Buildings; Power Plants, 100 MW or more - North American Cooperation on Energy Information",1,0.0005
ODB_v3_NL,NL,dataset,Automatically Extracted Buildings; Indigenous Community Infrastructure,1,0.0005
ODB_v3_NL,NL,type,..,187694,100.0
ODB_v3_NL,NL,prov_terr,NL,187694,100.0
ODB_v3_NS,NS,source,Government of Canada,265563,50.2668
ODB_v3_NS,NS,source,Halifax Regional Municipality,163638,30.974
ODB_v3_NS,NS,source,Cape Breton Regional Municipality (CBRM),78876,14.93
ODB_v3_NS,NS,source,Government of Nova Scotia,13703,2.5938
ODB_v3_NS,NS,source,Town of Truro,5893,1.1154
ODB_v3_NS,NS,source,Government of New Brunswick,634,0.12
ODB_v3_NS,NS,dataset,Automatically Extracted Buildings,265549,50.2641
ODB_v3_NS,NS,dataset,Building Polygons joined with Building Details,163638,30.974
ODB_v3_NS,NS,dataset,CBRM Buildings,78876,14.93
ODB_v3_NS,NS,dataset,Nova Scotia Topographic DataBase - Buildings (Poly Layer),7028,1.3303
ODB_v3_NS,NS,dataset,Nova Scotia Topographic DataBase - Buildings (Poly Layer); Nova Scotia Civic Address File - Civic Points,6426,1.2163
ODB_v3_NS,NS,dataset,Truro Buildings,5893,1.1154
ODB_v3_NS,NS,dataset,Buildings,634,0.12
ODB_v3_NS,NS,dataset,Nova Scotia Topographic DataBase - Buildings (Poly Layer); Nova Scotia Public School Contact Information,88,0.0167
ODB_v3_NS,NS,dataset,Nova Scotia Topographic DataBase - Buildings (Poly Layer); Nova Scotia Civic Address File - Civic Points; Nova Scotia Public School Contact Information,88,0.0167
ODB_v3_NS,NS,dataset,Nova Scotia Topographic DataBase - Buildings (Poly Layer); Nova Scotia Public School Contact Information; Nova Scotia Civic Address File - Civic Points,19,0.0036
ODB_v3_NS,NS,dataset,Nova Scotia Topographic DataBase - Buildings (Poly Layer); Nova Scotia Civic Address File - Civic Points; Hospitals,19,0.0036
ODB_v3_NS,NS,dataset,Nova Scotia Topographic DataBase - Buildings (Poly Layer); Department of Community Services Offices,14,0.0026
ODB_v3_NS,NS,dataset,Nova Scotia Topographic DataBase - Buildings (Poly Layer); Hospitals,13,0.0025
ODB_v3_NS,NS,dataset,Automatically Extracted Buildings; Facilities - Point,9,0.0017
ODB_v3_NS,NS,dataset,Nova Scotia Topographic DataBase - Buildings (Poly Layer); Nova Scotia Museum - Locations,3,0.0006
ODB_v3_NS,NS,dataset,Nova Scotia Topographic DataBase - Buildings (Poly Layer); Nova Scotia Civic Address File - Civic Points; Nova Scotia Museum - Locations,2,0.0004
ODB_v3_NS,NS,dataset,Nova Scotia Topographic DataBase - Buildings (Poly Layer); Nova Scotia Civic Address File - Civic Points; Department of Community Services Offices,2,0.0004
ODB_v3_NS,NS,dataset,"Automatically Extracted Buildings; Power Plants, 100 MW or more - North American Cooperation on Energy Information",2,0.0004
ODB_v3_NS,NS,dataset,Automatically Extracted Buildings; Indigenous Community Infrastructure,2,0.0004
ODB_v3_NS,NS,dataset,Nova Scotia Topographic DataBase - Buildings (Poly Layer); Department of Community Services Offices; Nova Scotia Civic Address File - Civic Points,1,0.0002
ODB_v3_NS,NS,dataset,Automatically Extracted Buildings; National Railway Network - NRWN - GeoBase Series,1,0.0002
ODB_v3_NS,NS,type,..,395991,74.9547
ODB_v3_NS,NS,type,Residential,117264,22.1962
ODB_v3_NS,NS,type,Single Unit Dwelling,2695,0.5101
ODB_v3_NS,NS,type,Accessory,2176,0.4119
ODB_v3_NS,NS,type,Camp,785,0.1486
ODB_v3_NS,NS,type,Office,747,0.1414
ODB_v3_NS,NS,type,Bar / Restaurant,681,0.1289
ODB_v3_NS,NS,type,Warehouse,635,0.1202
ODB_v3_NS,NS,type,Other Retail,603,0.1141
ODB_v3_NS,NS,type,Duplex,503,0.0952
ODB_v3_NS,NS,type,Other Service,437,0.0827
ODB_v3_NS,NS,type,Unknown,404,0.0765
ODB_v3_NS,NS,type,Place of Worship,303,0.0574
ODB_v3_NS,NS,type,Secondary Suite,261,0.0494
ODB_v3_NS,NS,type,Repair Garage,258,0.0488
ODB_v3_NS,NS,type,Utility Facility,195,0.0369
ODB_v3_NS,NS,type,School,195,0.0369
ODB_v3_NS,NS,type,Apartment,190,0.036
ODB_v3_NS,NS,type,Social Club,180,0.0341
ODB_v3_NS,NS,type,Park Facility,162,0.0307
ODB_v3_NS,NS,type,Factor/Plant,154,0.0291
ODB_v3_NS,NS,type,Public School,153,0.029
ODB_v3_NS,NS,type,Daycare,147,0.0278
ODB_v3_NS,NS,type,Post Secondary School,141,0.0267
ODB_v3_NS,NS,type,Group Home,133,0.0252
ODB_v3_NS,NS,type,Triplex,124,0.0235
ODB_v3_NS,NS,type,Hotel / Motel,122,0.0231
ODB_v3_NS,NS,type,Fish Shed,121,0.0229
ODB_v3_NS,NS,type,Personal Service,118,0.0223
ODB_v3_NS,NS,type,Medical Office,117,0.0221
ODB_v3_NS,NS,type,Vacant,110,0.0208
ODB_v3_NS,NS,type,Fourplex,104,0.0197
ODB_v3_NS,NS,type,Hospital,101,0.0191
ODB_v3_NS,NS,type,Auto Dealership,100,0.0189
ODB_v3_NS,NS,type,Recreation Facility,95,0.018
ODB_v3_NS,NS,type,Gas Station,93,0.0176
ODB_v3_NS,NS,type,Mixed Use,83,0.0157
ODB_v3_NS,NS,type,Seniors Residential Complex,81,0.0153
ODB_v3_NS,NS,type,Industrial,80,0.0151
ODB_v3_NS,NS,type,Commercial,72,0.0136
ODB_v3_NS,NS,type,Pump Station,71,0.0134
ODB_v3_NS,NS,type,Commercial Storage,71,0.0134
ODB_v3_NS,NS,type,Agriculture Facility,69,0.0131
ODB_v3_NS,NS,type,Dormitory,67,0.0127
ODB_v3_NS,NS,type,Museum,54,0.0102
ODB_v3_NS,NS,type,Bank,51,0.0097
ODB_v3_NS,NS,type,Community Centre,48,0.0091
ODB_v3_NS,NS,type,Derelict / Abandoned,45,0.0085
ODB_v3_NS,NS,type,Fire Station,40,0.0076
ODB_v3_NS,NS,type,Treatment Plant,38,0.0072
ODB_v3_NS,NS,type,Fish Plant,36,0.0068
ODB_v3_NS,NS,type,Nursing Home,35,0.0066
ODB_v3_NS,NS,type,Laboratory/Research,34,0.0064
ODB_v3_NS,NS,type,Boarding House,30,0.0057
ODB_v3_NS,NS,type,Supermarket,27,0.0051
ODB_v3_NS,NS,type,Strip Mall,27,0.0051
ODB_v3_NS,NS,type,Residential Care Facility,26,0.0049
ODB_v3_NS,NS,type,Recycling Facility,26,0.0049
ODB_v3_NS,NS,type,Veterinary Clinic,25,0.0047
ODB_v3_NS,NS,type,Library,24,0.0045
ODB_v3_NS,NS,type,Bed & Breakfast,24,0.0045
ODB_v3_NS,NS,type,Public Works Depot,23,0.0044
ODB_v3_NS,NS,type,Parking Structure,23,0.0044
ODB_v3_NS,NS,type,Funeral Home,22,0.0042
ODB_v3_NS,NS,type,Church,21,0.004
ODB_v3_NS,NS,type,Airport Support,20,0.0038
ODB_v3_NS,NS,type,Private School,17,0.0032
ODB_v3_NS,NS,type,Department of Community Services Office,17,0.0032
ODB_v3_NS,NS,type,Shopping Centre,15,0.0028
ODB_v3_NS,NS,type,RCMP STATION,15,0.0028
ODB_v3_NS,NS,type,Post Office,15,0.0028
ODB_v3_NS,NS,type,Art Gallery,15,0.0028
ODB_v3_NS,NS,type,Mining Facility,14,0.0026
ODB_v3_NS,NS,type,Power Plant,13,0.0025
ODB_v3_NS,NS,type,Greenhouse,13,0.0025
ODB_v3_NS,NS,type,Brewery,13,0.0025
ODB_v3_NS,NS,type,Restaurant,12,0.0023
ODB_v3_NS,NS,type,Paramedic Base,12,0.0023
ODB_v3_NS,NS,type,Event Centre,12,0.0023
ODB_v3_NS,NS,type,Womens Prison,11,0.0021
ODB_v3_NS,NS,type,Ferry Terminal,11,0.0021
ODB_v3_NS,NS,type,Car Dealership,10,0.0019
ODB_v3_NS,NS,type,Lumber Mill / Saw Mill,9,0.0017
ODB_v3_NS,NS,type,Supervised,8,0.0015
ODB_v3_NS,NS,type,Lighthouse,8,0.0015
ODB_v3_NS,NS,type,Medical Clinic,7,0.0013
ODB_v3_NS,NS,type,Spray Paint Operation,6,0.0011
ODB_v3_NS,NS,type,Salt Dome,6,0.0011
ODB_v3_NS,NS,type,RAIL TERMINAL,6,0.0011
ODB_v3_NS,NS,type,Adult Service Centre,6,0.0011
ODB_v3_NS,NS,type,Accomodation,6,0.0011
ODB_v3_NS,NS,type,Theatre,5,0.0009
ODB_v3_NS,NS,type,Refuse Facility,5,0.0009
ODB_v3_NS,NS,type,Parks Canada offices//Bureaux de Parcs Canada,5,0.0009
ODB_v3_NS,NS,type,NSCC,5,0.0009
ODB_v3_NS,NS,type,Motel Units,5,0.0009
ODB_v3_NS,NS,type,Courthouse,5,0.0009
ODB_v3_NS,NS,type,Composting Facility,5,0.0009
ODB_v3_NS,NS,type,Bus Terminal,5,0.0009
ODB_v3_NS,NS,type,Broadcast Studio,5,0.0009
ODB_v3_NS,NS,type,Archive,5,0.0009
ODB_v3_NS,NS,type,Washroom facility//Toilettes,4,0.0008
ODB_v3_NS,NS,type,Transit Depot,4,0.0008
ODB_v3_NS,NS,type,Armoury,4,0.0008
ODB_v3_NS,NS,type,Aquaculture Facility,4,0.0008
ODB_v3_NS,NS,type,Water Tower,3,0.0006
ODB_v3_NS,NS,type,Multi-Unit Dwelling,3,0.0006
ODB_v3_NS,NS,type,Movie Theatre,3,0.0006
ODB_v3_NS,NS,type,HRP SATELLITE,3,0.0006
ODB_v3_NS,NS,type,Dry Cleaning,3,0.0006
ODB_v3_NS,NS,type,Regional Rehabilitation Centre,2,0.0004
ODB_v3_NS,NS,type,Pharmacy,2,0.0004
ODB_v3_NS,NS,type,Multi Commercial,2,0.0004
ODB_v3_NS,NS,type,Legislative,2,0.0004
ODB_v3_NS,NS,type,Legion,2,0.0004
ODB_v3_NS,NS,type,Laundromat,2,0.0004
ODB_v3_NS,NS,type,HRP COMMUNITY,2,0.0004
ODB_v3_NS,NS,type,EHS,2,0.0004
ODB_v3_NS,NS,type,Crematorium,2,0.0004
ODB_v3_NS,NS,type,Correctional Facility,2,0.0004
ODB_v3_NS,NS,type,Church Hall,2,0.0004
ODB_v3_NS,NS,type,Water Treatment Plant,1,0.0002
ODB_v3_NS,NS,type,Town Hall,1,0.0002
ODB_v3_NS,NS,type,Tennis Club,1,0.0002
ODB_v3_NS,NS,type,Shopping,1,0.0002
ODB_v3_NS,NS,type,Service Canada,1,0.0002
ODB_v3_NS,NS,type,Rugby Clubhouse,1,0.0002
ODB_v3_NS,NS,type,Refinery,1,0.0002
ODB_v3_NS,NS,type,Recreation Centre,1,0.0002
ODB_v3_NS,NS,type,RECC,1,0.0002
ODB_v3_NS,NS,type,Public Washroom,1,0.0002
ODB_v3_NS,NS,type,Professional Centre,1,0.0002
ODB_v3_NS,NS,type,Pool,1,0.0002
ODB_v3_NS,NS,type,Police Station,1,0.0002
ODB_v3_NS,NS,type,Parks and Rec Maintenance Shed,1,0.0002
ODB_v3_NS,NS,type,Park Shelter,1,0.0002
ODB_v3_NS,NS,type,Mall,1,0.0002
ODB_v3_NS,NS,type,Information Centre,1,0.0002
ODB_v3_NS,NS,type,Homeless Shelter,1,0.0002
ODB_v3_NS,NS,type,HRP HEADQUARTERS,1,0.0002
ODB_v3_NS,NS,type,Golf Club,1,0.0002
ODB_v3_NS,NS,type,Food Bank,1,0.0002
ODB_v3_NS,NS,type,Fire Hall,1,0.0002
ODB_v3_NS,NS,type,Farmers Market,1,0.0002
ODB_v3_NS,NS,type,ECOLE ACADIENNE,1,0.0002
ODB_v3_NS,NS,type,Distillery,1,0.0002
ODB_v3_NS,NS,type,Curling Club,1,0.0002
ODB_v3_NS,NS,type,Community Group,1,0.0002
ODB_v3_NS,NS,type,Commercial and Office,1,0.0002
ODB_v3_NS,NS,type,Car Wash,1,0.0002
ODB_v3_NS,NS,type,Canteen,1,0.0002
ODB_v3_NS,NS,type,COMMONWORKS OFFICE BUILDING,1,0.0002
ODB_v3_NS,NS,type,CMHA AND BANK,1,0.0002
ODB_v3_NS,NS,type,Bowling Alley,1,0.0002
ODB_v3_NS,NS,type,Bank and Offices,1,0.0002
ODB_v3_NS,NS,type,Backyard Suite,1,0.0002
ODB_v3_NS,NS,type,Air Force Club,1,0.0002
ODB_v3_NS,NS,prov_terr,NS,528307,100.0
ODB_v3_NT,NT,source,City of Yellowknife,11553,97.8156
ODB_v3_NT,NT,source,Government of Canada,258,2.1844
ODB_v3_NT,NT,dataset,City Of Yellowknife Buildings,11553,97.8156
ODB_v3_NT,NT,dataset,Automatically Extracted Buildings,254,2.1505
ODB_v3_NT,NT,dataset,Building Footprints,3,0.0254
ODB_v3_NT,NT,dataset,Automatically Extracted Buildings; Indigenous Community Infrastructure,1,0.0085
ODB_v3_NT,NT,type,Ancillary,6030,51.0541
ODB_v3_NT,NT,type,Residential,4432,37.5243
ODB_v3_NT,NT,type,..,601,5.0885
ODB_v3_NT,NT,type,Commercial,387,3.2766
ODB_v3_NT,NT,type,Industrial,202,1.7103
ODB_v3_NT,NT,type,Airport,34,0.2879
ODB_v3_NT,NT,type,Government,33,0.2794
ODB_v3_NT,NT,type,City,27,0.2286
ODB_v3_NT,NT,type,Hotel,25,0.2117
ODB_v3_NT,NT,type,SCHL,20,0.1693
ODB_v3_NT,NT,type,CHRC,9,0.0762
ODB_v3_NT,NT,type,Recreation,8,0.0677
ODB_v3_NT,NT,type,HOSP,2,0.0169
ODB_v3_NT,NT,type,POLC,1,0.0085
ODB_v3_NT,NT,prov_terr,NT,11811,100.0
ODB_v3_ON_1,ON,source,Government of Canada,482408,24.1204
ODB_v3_ON_1,ON,source,City of Ottawa,385131,19.2566
ODB_v3_ON_1,ON,source,Regional Municipality of York,320663,16.0331
ODB_v3_ON_1,ON,source,City of Toronto,271829,13.5915
ODB_v3_ON_1,ON,source,Regional Municipality of Durham,263487,13.1744
ODB_v3_ON_1,ON,source,City of Kingston,58689,2.9345
ODB_v3_ON_1,ON,source,County of Lennox & Addington,41670,2.0835
ODB_v3_ON_1,ON,source,County of Frontenac,36186,1.8093
ODB_v3_ON_1,ON,source,Government of Ontario,36045,1.8022
ODB_v3_ON_1,ON,source,City of Cornwall,33498,1.6749
ODB_v3_ON_1,ON,source,City of Quinte West,30327,1.5164
ODB_v3_ON_1,ON,source,Town of Newmarket,29852,1.4926
ODB_v3_ON_1,ON,source,City of Oshawa,7722,0.3861
ODB_v3_ON_1,ON,source,City of Pickering,1416,0.0708
ODB_v3_ON_1,ON,source,Government of Québec,896,0.0448
ODB_v3_ON_1,ON,source,City of Brampton,87,0.0043
ODB_v3_ON_1,ON,source,City of Markham,81,0.004
ODB_v3_ON_1,ON,source,District of Muskoka,5,0.0003
ODB_v3_ON_1,ON,source,Regional Municipality of Peel,4,0.0002
ODB_v3_ON_1,ON,source,County of Simcoe,3,0.0001
ODB_v3_ON_1,ON,source,City of Mississauga,1,0.0001
ODB_v3_ON_1,ON,dataset,Automatically Extracted Buildings,482396,24.1198
ODB_v3_ON_1,ON,dataset,Building Footprint; Address Point,265772,13.2886
ODB_v3_ON_1,ON,dataset,Building Footprints,243821,12.1911
ODB_v3_ON_1,ON,dataset,Building Footprints; Municipal Address Points,240386,12.0193
ODB_v3_ON_1,ON,dataset,Building Outlines; About Address Points (Municipal) - Toronto One Address Repository,196589,9.8294
ODB_v3_ON_1,ON,dataset,Building Footprints; Civic Addresses,163960,8.198
ODB_v3_ON_1,ON,dataset,Building Outlines,72586,3.6293
ODB_v3_ON_1,ON,dataset,Buildings,71034,3.5517
ODB_v3_ON_1,ON,dataset,Building Footprint,54871,2.7435
ODB_v3_ON_1,ON,dataset,Building to Scale,35206,1.7603
ODB_v3_ON_1,ON,dataset,Building Footprints in the City of Quinte West,30319,1.5159
ODB_v3_ON_1,ON,dataset,OPENNewmarket Buildings; OPENNewmarket Address,25274,1.2637
ODB_v3_ON_1,ON,dataset,Building Footprint (Public View),22160,1.108
ODB_v3_ON_1,ON,dataset,Building Footprint (Public View); Civic Addresses (Public View),19349,0.9675
ODB_v3_ON_1,ON,dataset,Building Footprints (Open Data View); Civic Address Points (Open Data View),18177,0.9089
ODB_v3_ON_1,ON,dataset,Building Footprints (Open Data View),17946,0.8973
ODB_v3_ON_1,ON,dataset,Buildings; Address Points,14391,0.7196
ODB_v3_ON_1,ON,dataset,Buildings; Civic Address Points,6446,0.3223
ODB_v3_ON_1,ON,dataset,Oshawa Building Footprints; Oshawa Addresses,6273,0.3136
ODB_v3_ON_1,ON,dataset,OPENNewmarket Buildings,4467,0.2233
ODB_v3_ON_1,ON,dataset,Oshawa Building Footprints,1300,0.065
ODB_v3_ON_1,ON,dataset,Référentiel québécois sur les bâtiments,896,0.0448
ODB_v3_ON_1,ON,dataset,Pickering Building Footprints; Pickering Address Points,862,0.0431
ODB_v3_ON_1,ON,dataset,Building to Scale; Ministry of Health service provider locations,839,0.042
ODB_v3_ON_1,ON,dataset,Building Outlines; About Address Points (Municipal) - Toronto One Address Repository; Places of Worship,495,0.0248
ODB_v3_ON_1,ON,dataset,Pickering Building Footprints,480,0.024
ODB_v3_ON_1,ON,dataset,Building Outlines; About Address Points (Municipal) - Toronto One Address Repository; School Locations - All Types,361,0.0181
ODB_v3_ON_1,ON,dataset,Building Outlines; School Locations - All Types,349,0.0175
ODB_v3_ON_1,ON,dataset,Building Outlines; Places of Worship,323,0.0162
ODB_v3_ON_1,ON,dataset,Building Outlines; Licensed Child Care Centres; School Locations - All Types,238,0.0119
ODB_v3_ON_1,ON,dataset,Building Outlines; About Address Points (Municipal) - Toronto One Address Repository; Licensed Child Care Centres,200,0.01
ODB_v3_ON_1,ON,dataset,Building Outlines; Licensed Child Care Centres,131,0.0066
ODB_v3_ON_1,ON,dataset,City Owned Facilities,81,0.004
ODB_v3_ON_1,ON,dataset,Building Footprint (Public View); Civic Addresses (Public View); Facility Sites Point (Public View),80,0.004
ODB_v3_ON_1,ON,dataset,OPENNewmarket Buildings; OPENNewmarket Landmarks,77,0.0039
ODB_v3_ON_1,ON,dataset,Building Footprints; Municipal Address Points; Cultural Spaces Inventory - Food,76,0.0038
ODB_v3_ON_1,ON,dataset,Building Outlines; Parks and Recreation Facilities,74,0.0037
ODB_v3_ON_1,ON,dataset,Buildings; Place of Worship,73,0.0037
ODB_v3_ON_1,ON,dataset,Building Footprints; Cultural Spaces Inventory - Food; Municipal Address Points,65,0.0032
ODB_v3_ON_1,ON,dataset,Building Footprint (Public View); Facility Sites Point (Public View),46,0.0023
ODB_v3_ON_1,ON,dataset,Pickering Building Footprints; Pickering Points of Interest,45,0.0022
ODB_v3_ON_1,ON,dataset,Building Footprints; Cultural Spaces Inventory - Food,44,0.0022
ODB_v3_ON_1,ON,dataset,Building Footprints; Cultural Spaces Inventory - Community,41,0.0021
ODB_v3_ON_1,ON,dataset,Building Outlines; Places of Worship; About Address Points (Municipal) - Toronto One Address Repository,38,0.0019
ODB_v3_ON_1,ON,dataset,Buildings; Education Facility,37,0.0019
ODB_v3_ON_1,ON,dataset,Buildings; Childcare,35,0.0018
ODB_v3_ON_1,ON,dataset,Building Outlines; About Address Points (Municipal) - Toronto One Address Repository; Parks and Recreation Facilities,35,0.0018
ODB_v3_ON_1,ON,dataset,Building Outlines; About Address Points (Municipal) - Toronto One Address Repository; EarlyON Child and Family Centres,34,0.0017
ODB_v3_ON_1,ON,dataset,Oshawa Building Footprints; Oshawa Educational Facilities,33,0.0016
ODB_v3_ON_1,ON,dataset,Building Footprints; Municipal Address Points; Cultural Spaces Inventory - Community,32,0.0016
ODB_v3_ON_1,ON,dataset,Oshawa Building Footprints; Oshawa Places of Worship,31,0.0015
ODB_v3_ON_1,ON,dataset,Building Footprints; Municipal Address Points; Cultural Spaces Inventory - Learning,31,0.0015
ODB_v3_ON_1,ON,dataset,OPENNewmarket Buildings; OPENNewmarket Address; OPENNewmarket Landmarks,30,0.0015
ODB_v3_ON_1,ON,dataset,Building Outlines; About Address Points (Municipal) - Toronto One Address Repository; Places of Interest and Toronto Attractions,30,0.0015
ODB_v3_ON_1,ON,dataset,Building Footprints; Cultural Spaces Inventory - Learning,29,0.0014
ODB_v3_ON_1,ON,dataset,Building Outlines; About Address Points (Municipal) - Toronto One Address Repository; Fire Facility Locations,28,0.0014
ODB_v3_ON_1,ON,dataset,Oshawa Building Footprints; Oshawa Addresses; Oshawa Places of Worship,27,0.0014
