file,province,field,value,count,pct
ODB_v3_AB,AB,source,City of Calgary,488028,36.5727
ODB_v3_AB,AB,source,City of Edmonton,365567,27.3955
ODB_v3_AB,AB,source,Government of Canada,208576,15.6306
ODB_v3_AB,AB,source,City of Lethbridge,68011,5.0967
ODB_v3_AB,AB,source,Parkland County,56886,4.263
ODB_v3_AB,AB,source,Strathcona County,54651,4.0955
ODB_v3_AB,AB,source,City of Grande Prairie,35843,2.6861
ODB_v3_AB,AB,source,City of Airdrie,23281,1.7447
ODB_v3_AB,AB,source,Town of Okotoks,14513,1.0876
ODB_v3_AB,AB,source,Town of Cochrane,10638,0.7972
ODB_v3_AB,AB,source,Town of Canmore,6365,0.477
ODB_v3_AB,AB,source,Town of Banff,2045,0.1533
ODB_v3_AB,AB,dataset,Buildings; Parcel Address,290338,21.7579
ODB_v3_AB,AB,dataset,Building Footprint,224098,16.7939
ODB_v3_AB,AB,dataset,Automatically Extracted Buildings,207115,15.5212
ODB_v3_AB,AB,dataset,Buildings,199373,14.941
ODB_v3_AB,AB,dataset,Building Footprints,160294,12.0124
ODB_v3_AB,AB,dataset,Building Footprint; Parcel Addresses,156202,11.7058
ODB_v3_AB,AB,dataset,Building Footprints; Civic Address,24079,1.8045
ODB_v3_AB,AB,dataset,Building Footprint; Address Points,20634,1.5463
ODB_v3_AB,AB,dataset,Airdrie 2018 Building Footprints; Airdrie Address Points,17412,1.3049
ODB_v3_AB,AB,dataset,Building Footprints; Address Points,9053,0.6784
ODB_v3_AB,AB,dataset,Buildings; Address Points,8259,0.6189
ODB_v3_AB,AB,dataset,Airdrie 2018 Building Footprints,5868,0.4397
ODB_v3_AB,AB,dataset,Canmore Building Footprints; Canmore Addresses,4427,0.3318
ODB_v3_AB,AB,dataset,Canmore Building Footprints,1934,0.1449
ODB_v3_AB,AB,dataset,Building Footprints; Municipal Address Points,1733,0.1299
ODB_v3_AB,AB,dataset,Banff Open Data - Shapefiles (Building Footprints); Banff Open Data - Shapefiles (Address Points),1140,0.0854
ODB_v3_AB,AB,dataset,Banff Open Data - Shapefiles (Building Footprints),905,0.0678
ODB_v3_AB,AB,dataset,Buildings; Schools,444,0.0333
ODB_v3_AB,AB,dataset,Edmonton Public School Board (EPSB): School Locations,191,0.0143
ODB_v3_AB,AB,dataset,Buildings; Community Services,112,0.0084
ODB_v3_AB,AB,dataset,Building Footprints; Points Of Interest,70,0.0052
ODB_v3_AB,AB,dataset,Building Footprint; Edmonton Catholic Schools (Current),69,0.0052
ODB_v3_AB,AB,dataset,Building Footprints; County Named Buildings,49,0.0037
ODB_v3_AB,AB,dataset,Building Footprints; Education,41,0.0031
ODB_v3_AB,AB,dataset,Buildings; Recreation Facilities,36,0.0027
ODB_v3_AB,AB,dataset,Buildings; Fire Stations,31,0.0023
ODB_v3_AB,AB,dataset,Building Footprints; Historic Places,29,0.0022
ODB_v3_AB,AB,dataset,Edmonton Public School Board (EPSB): School Locations; Parcel Addresses,26,0.0019
ODB_v3_AB,AB,dataset,Buildings; Schools; Parcel Address,26,0.0019
ODB_v3_AB,AB,dataset,Building Footprint; Seniors Centres,25,0.0019
ODB_v3_AB,AB,dataset,Building Footprint; Edmonton Public School Board (EPSB): School Locations,25,0.0019
ODB_v3_AB,AB,dataset,Building Footprint; Recreation Facilities,21,0.0016
ODB_v3_AB,AB,dataset,Building Footprints; Youth Services,18,0.0013
ODB_v3_AB,AB,dataset,Building Footprint; Fire Stations,18,0.0013
ODB_v3_AB,AB,dataset,Building Footprint; Schools; Address Points,17,0.0013
ODB_v3_AB,AB,dataset,Buildings; EMS Stations,15,0.0011
ODB_v3_AB,AB,dataset,Building Footprints; County Named Buildings; Civic Address,15,0.0011
ODB_v3_AB,AB,dataset,Building Footprints; Civic Address; County Named Buildings,15,0.0011
ODB_v3_AB,AB,dataset,Building Footprints; Community Services,14,0.001
ODB_v3_AB,AB,dataset,Building Footprints; Government,13,0.001
ODB_v3_AB,AB,dataset,Building Footprint; Address Points; Schools,13,0.001
ODB_v3_AB,AB,dataset,Building Footprints; Culture and Heritage Locations; Address Points,11,0.0008
ODB_v3_AB,AB,dataset,Buildings; Community Services; Parcel Address,10,0.0007
ODB_v3_AB,AB,dataset,Building Footprints; Schools; Address Points,10,0.0007
ODB_v3_AB,AB,dataset,Automatically Extracted Buildings; Grain Elevators in Canada - 2024,10,0.0007
ODB_v3_AB,AB,dataset,Building Footprint; Parcel Addresses; Seniors Centres,9,0.0007
ODB_v3_AB,AB,dataset,Building Footprint; Parcel Addresses; Edmonton Catholic Schools (Current),9,0.0007
ODB_v3_AB,AB,dataset,Building Footprints; Facilities - Point,8,0.0006
ODB_v3_AB,AB,dataset,Buildings; Parcel Address; Schools,7,0.0005
ODB_v3_AB,AB,dataset,Building Footprints; Tourism,7,0.0005
ODB_v3_AB,AB,dataset,Automatically Extracted Buildings; Interest Points,7,0.0005
ODB_v3_AB,AB,dataset,Building Footprint; Police Stations,6,0.0004
ODB_v3_AB,AB,dataset,Building Footprint; Parcel Addresses; Fire Stations,6,0.0004
ODB_v3_AB,AB,dataset,Building Footprints; Aquatic Centers,5,0.0004
ODB_v3_AB,AB,dataset,Building Footprints; Address Points; Schools,5,0.0004
ODB_v3_AB,AB,dataset,Building Footprint; Edmonton Catholic Schools (Current); Parcel Addresses,5,0.0004
ODB_v3_AB,AB,dataset,Building Footprint; Arts Locations; Address Points,5,0.0004
ODB_v3_AB,AB,dataset,Canmore Municipal Buildings; Canmore Addresses,4,0.0003
ODB_v3_AB,AB,dataset,Building Footprints; Schools,4,0.0003
ODB_v3_AB,AB,dataset,Building Footprints; Emergency Services,4,0.0003
ODB_v3_AB,AB,dataset,Building Footprints; Address Points; Culture and Heritage Locations,4,0.0003
ODB_v3_AB,AB,dataset,Building Footprint; Parcel Addresses; Recreation Facilities,4,0.0003
ODB_v3_AB,AB,dataset,Building Footprint; Address Points; Emergency Locations,3,0.0002
ODB_v3_AB,AB,dataset,Automatically Extracted Buildings; Indigenous Community Infrastructure,3,0.0002
ODB_v3_AB,AB,dataset,Recreation Centres; Recreation Facilities,2,0.0001
ODB_v3_AB,AB,dataset,Buildings; Recreation Facilities; Schools,2,0.0001
ODB_v3_AB,AB,dataset,Buildings; Recreation Facilities; Community Services,2,0.0001
ODB_v3_AB,AB,dataset,Buildings; Parcel Address; Community Services,2,0.0001
ODB_v3_AB,AB,dataset,Building Footprints; Youth Services; Historic Places,2,0.0001
ODB_v3_AB,AB,dataset,Building Footprints; Youth Services; Education,2,0.0001
ODB_v3_AB,AB,dataset,Building Footprints; Points Of Interest; Municipal Address Points,2,0.0001
ODB_v3_AB,AB,dataset,Building Footprints; Municipal Address Points; Points Of Interest,2,0.0001
ODB_v3_AB,AB,dataset,Building Footprints; Health Care Facilities,2,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Recreation Facilities; Parcel Addresses,2,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Parcel Addresses; Police Stations,2,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Parcel Addresses; Edmonton Public School Board (EPSB): School Locations,2,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Emergency Locations; Address Points,2,0.0001
ODB_v3_AB,AB,dataset,"Automatically Extracted Buildings; Power Plants, 100 MW or more - North American Cooperation on Energy Information",2,0.0001
ODB_v3_AB,AB,dataset,Buildings; Schools; Recreation Facilities,1,0.0001
ODB_v3_AB,AB,dataset,Buildings; Schools; Community Services,1,0.0001
ODB_v3_AB,AB,dataset,Buildings; Recreation Facilities; Parcel Address,1,0.0001
ODB_v3_AB,AB,dataset,Buildings; Police Service,1,0.0001
ODB_v3_AB,AB,dataset,Buildings; Parcel Address; Fire Stations,1,0.0001
ODB_v3_AB,AB,dataset,Buildings; Parcel Address; Community Services; Recreation Facilities,1,0.0001
ODB_v3_AB,AB,dataset,Buildings; EMS Stations; Fire Stations,1,0.0001
ODB_v3_AB,AB,dataset,Buildings; Community Services; Schools,1,0.0001
ODB_v3_AB,AB,dataset,Buildings; Community Services; Fire Stations,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprints; Youth Services; Health Care Facilities,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprints; Youth Services; Government,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprints; Interest Points,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprints; Historic Places; Youth Services,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprints; Historic Places; Government,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprints; Historic Places; Community Services,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprints; Government; Youth Services,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprints; Community Services; Youth Services,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Seniors Centres; Parcel Addresses,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Schools,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Recreation Facilities; Edmonton Catholic Schools (Current),1,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Public Libraries; Recreation Facilities,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Public Libraries; Parcel Addresses,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Public Libraries,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Parcel Addresses; Public Libraries,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Fire Stations; Parcel Addresses,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Emergency Locations,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Edmonton Catholic Schools (Current); Recreation Facilities,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Edmonton Catholic Schools (Current); Edmonton Public School Board (EPSB): School Locations,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Arts Locations; Schools; Address Points,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Arts Locations,1,0.0001
ODB_v3_AB,AB,dataset,Building Footprint; Address Points; Arts Locations,1,0.0001
ODB_v3_AB,AB,dataset,Automatically Extracted Buildings; Facilities - Point,1,0.0001
ODB_v3_AB,AB,dataset,Airdrie School Buildings; Airdrie Address Points,1,0.0001
ODB_v3_AB,AB,type,..,820955,61.5222
ODB_v3_AB,AB,type,Residential,342697,25.6817
ODB_v3_AB,AB,type,Residential Garage,119061,8.9224
ODB_v3_AB,AB,type,Single Family Dwelling,16963,1.2712
ODB_v3_AB,AB,type,Unclassified,11736,0.8795
ODB_v3_AB,AB,type,Commercial,11167,0.8369
ODB_v3_AB,AB,type,Single-Family Detached Home,2970,0.2226
ODB_v3_AB,AB,type,Building Under Construction,1445,0.1083
ODB_v3_AB,AB,type,Accessory,1076,0.0806
ODB_v3_AB,AB,type,Multi-Family Dwelling,758,0.0568
ODB_v3_AB,AB,type,Miscellaneous (Park Buildings/Structures),663,0.0497
ODB_v3_AB,AB,type,General,611,0.0458
ODB_v3_AB,AB,type,School Colleges,554,0.0415
ODB_v3_AB,AB,type,Duplex,535,0.0401
ODB_v3_AB,AB,type,Townhouse/Apartment/Walk Up - R3,498,0.0373
ODB_v3_AB,AB,type,School,473,0.0354
ODB_v3_AB,AB,type,Religious,287,0.0215
ODB_v3_AB,AB,type,Townhouse/Fourplex - R4,209,0.0157
ODB_v3_AB,AB,type,Mobile Home Residential - MHR,190,0.0142
ODB_v3_AB,AB,type,Parking Garage,187,0.014
ODB_v3_AB,AB,type,Commercial - Service/Retail/Office,162,0.0121
ODB_v3_AB,AB,type,Mobile Home Park - MHP,158,0.0118
ODB_v3_AB,AB,type,Hotel/Visitor Accommodation,134,0.01
ODB_v3_AB,AB,type,LRT Stations and Shelters,127,0.0095
ODB_v3_AB,AB,type,Shopping Centre,92,0.0069
ODB_v3_AB,AB,type,Livestock Shelter,83,0.0062
ODB_v3_AB,AB,type,Industrial/General,62,0.0046
ODB_v3_AB,AB,type,Mixed Industrial/Commercial,46,0.0034
ODB_v3_AB,AB,type,Mixed Use - Residential with Service/Retail/Office,42,0.0031
ODB_v3_AB,AB,type,Community Hall,35,0.0026
ODB_v3_AB,AB,type,Public Utilities,34,0.0025
ODB_v3_AB,AB,type,Fire Station,32,0.0024
ODB_v3_AB,AB,type,Municipal Facility,24,0.0018
ODB_v3_AB,AB,type,Church,24,0.0018
ODB_v3_AB,AB,type,Other Institutional,22,0.0016
ODB_v3_AB,AB,type,Mixed Use - Residential with Visitor Accommodation,16,0.0012
ODB_v3_AB,AB,type,Recreation Centre,15,0.0011
ODB_v3_AB,AB,type,Heritage Building,15,0.0011
ODB_v3_AB,AB,type,Library,13,0.001
ODB_v3_AB,AB,type,Arena,13,0.001
ODB_v3_AB,AB,type,Stadium,12,0.0009
ODB_v3_AB,AB,type,Private Franchise Utilities,12,0.0009
ODB_v3_AB,AB,type,Apartments-Elevators - R5,12,0.0009
ODB_v3_AB,AB,type,Police Station,10,0.0007
ODB_v3_AB,AB,type,Grain Elevator,10,0.0007
ODB_v3_AB,AB,type,Administrative,9,0.0007
ODB_v3_AB,AB,type,Recreation Complex,8,0.0006
ODB_v3_AB,AB,type,Outdoor Storage Yard,8,0.0006
ODB_v3_AB,AB,type,Theatre,7,0.0005
ODB_v3_AB,AB,type,Recreational Other,7,0.0005
ODB_v3_AB,AB,type,Nursing Home,7,0.0005
ODB_v3_AB,AB,type,Fire Hall,7,0.0005
ODB_v3_AB,AB,type,Accommodation//Hébergement,7,0.0005
ODB_v3_AB,AB,type,Cafe / Restaurant,6,0.0004
ODB_v3_AB,AB,type,Railway,5,0.0004
ODB_v3_AB,AB,type,County Building,5,0.0004
ODB_v3_AB,AB,type,Washroom facility//Toilettes,4,0.0003
ODB_v3_AB,AB,type,Unique Store,4,0.0003
ODB_v3_AB,AB,type,Trailhead Pit Toilet,4,0.0003
ODB_v3_AB,AB,type,Public Operations,4,0.0003
ODB_v3_AB,AB,type,Heliport,4,0.0003
ODB_v3_AB,AB,type,Fire,4,0.0003
ODB_v3_AB,AB,type,County Department Office,4,0.0003
ODB_v3_AB,AB,type,Seniors Centre,3,0.0002
ODB_v3_AB,AB,type,Public Washroom,3,0.0002
ODB_v3_AB,AB,type,Museum,3,0.0002
ODB_v3_AB,AB,type,Local Commercial,3,0.0002
ODB_v3_AB,AB,type,Hospital,3,0.0002
ODB_v3_AB,AB,type,Garden Centre Greenhouse,3,0.0002
ODB_v3_AB,AB,type,Water Tower,2,0.0001
ODB_v3_AB,AB,type,Retreat/Spa,2,0.0001
ODB_v3_AB,AB,type,Parks Canada offices//Bureaux de Parcs Canada,2,0.0001
ODB_v3_AB,AB,type,Hotel / Motel,2,0.0001
ODB_v3_AB,AB,type,Daycare,2,0.0001
ODB_v3_AB,AB,type,Community,2,0.0001
ODB_v3_AB,AB,type,Arts Centre,2,0.0001
ODB_v3_AB,AB,type,Arts,2,0.0001
ODB_v3_AB,AB,type,Waste Transfer Station,1,0.0001
ODB_v3_AB,AB,type,Visitor centre//Centre des visiteurs,1,0.0001
ODB_v3_AB,AB,type,Transit Centre (Park & Ride),1,0.0001
ODB_v3_AB,AB,type,Tourist Centre,1,0.0001
ODB_v3_AB,AB,type,Recycling Station,1,0.0001
ODB_v3_AB,AB,type,Recreation Centre/Ice Arena,1,0.0001
ODB_v3_AB,AB,type,Private Irrigation Utilities,1,0.0001
ODB_v3_AB,AB,type,Post Office,1,0.0001
ODB_v3_AB,AB,type,Police,1,0.0001
ODB_v3_AB,AB,type,Observatory,1,0.0001
ODB_v3_AB,AB,type,Museum Antique Gallery,1,0.0001
ODB_v3_AB,AB,type,Multi Recreation Facility,1,0.0001
ODB_v3_AB,AB,type,Information,1,0.0001
ODB_v3_AB,AB,type,Hospital//Hôpital,1,0.0001
ODB_v3_AB,AB,type,Horse facility//Installation pour cheval,1,0.0001
ODB_v3_AB,AB,type,Court,1,0.0001
ODB_v3_AB,AB,type,County Office,1,0.0001
ODB_v3_AB,AB,type,Coffee shop//Casse-croûte,1,0.0001
ODB_v3_AB,AB,type,Clinic,1,0.0001
ODB_v3_AB,AB,type,Cemetery,1,0.0001
ODB_v3_AB,AB,type,Care Facility,1,0.0001
ODB_v3_AB,AB,type,Bed and Breakfast,1,0.0001
ODB_v3_AB,AB,type,Arts Program Facility,1,0.0001
ODB_v3_AB,AB,type,Arts Booking Facility,1,0.0001
ODB_v3_AB,AB,type,Animal Shelter,1,0.0001
ODB_v3_AB,AB,type,Ambulance,1,0.0001
ODB_v3_AB,AB,prov_terr,AB,1334404,100.0
ODB_v3_BC,BC,source,Government of Canada,444887,34.1275
ODB_v3_BC,BC,source,City of Vancouver,153988,11.8125
ODB_v3_BC,BC,source,City of Surrey,137180,10.5231
ODB_v3_BC,BC,source,District of Saanich,61267,4.6998
ODB_v3_BC,BC,source,City of Burnaby,54008,4.143
ODB_v3_BC,BC,source,City of Chilliwack,46652,3.5787
ODB_v3_BC,BC,source,City of Kelowna,45353,3.479
ODB_v3_BC,BC,source,City of Kamloops,39872,3.0586
ODB_v3_BC,BC,source,City of Coquitlam,33639,2.5805
ODB_v3_BC,BC,source,City of Prince George,31882,2.4457
ODB_v3_BC,BC,source,City of Nanaimo,31604,2.4244
ODB_v3_BC,BC,source,Municipality of North Cowichan,29309,2.2483
ODB_v3_BC,BC,source,Regional District of Nanaimo,28575,2.192
ODB_v3_BC,BC,source,District of North Vancouver,23280,1.7858
ODB_v3_BC,BC,source,City of Victoria,21812,1.6732
ODB_v3_BC,BC,source,City of Penticton,16773,1.2867
ODB_v3_BC,BC,source,District of West Vancouver,14984,1.1494
ODB_v3_BC,BC,source,City of Courtenay,12627,0.9686
ODB_v3_BC,BC,source,City of Port Coquitlam,11994,0.9201
ODB_v3_BC,BC,source,District of Lake Country,10724,0.8226
ODB_v3_BC,BC,source,City of New Westminster,9273,0.7113
ODB_v3_BC,BC,source,Regional District of Central Okanagan,9248,0.7094
ODB_v3_BC,BC,source,District of Summerland,8899,0.6826
ODB_v3_BC,BC,source,District of Squamish,7031,0.5394
ODB_v3_BC,BC,source,Resort Municipality of Whistler,6500,0.4986
ODB_v3_BC,BC,source,City of White Rock,5347,0.4102
ODB_v3_BC,BC,source,City of Grand Forks,3000,0.2301
ODB_v3_BC,BC,source,Town of Gibsons,2581,0.198
ODB_v3_BC,BC,source,City of Port Moody,1304,0.1
ODB_v3_BC,BC,source,City of Maple Ridge,10,0.0008
ODB_v3_BC,BC,dataset,Automatically Extracted Buildings,444729,34.1154
ODB_v3_BC,BC,dataset,Buildings; Addresses,90836,6.9681
ODB_v3_BC,BC,dataset,Building Footprints 2015; Property addresses,88897,6.8193
ODB_v3_BC,BC,dataset,Buildings,78951,6.0564
ODB_v3_BC,BC,dataset,Building,70559,5.4126
ODB_v3_BC,BC,dataset,Building Outlines,69737,5.3496
ODB_v3_BC,BC,dataset,Building Footprints 2015,62735,4.8124
ODB_v3_BC,BC,dataset,Building Footprints (2021).,46648,3.5784
ODB_v3_BC,BC,dataset,Building Outlines 2021; Address Points,37201,2.8537
ODB_v3_BC,BC,dataset,Building Footprint,34366,2.6362
ODB_v3_BC,BC,dataset,Buildings layer (part of cadastral dataset),33615,2.5786
ODB_v3_BC,BC,dataset,North Cowichan Rooflines,29309,2.2483
ODB_v3_BC,BC,dataset,Building Footprints,28886,2.2159
ODB_v3_BC,BC,dataset,Building; Address,28779,2.2077
ODB_v3_BC,BC,dataset,Building Footprints; Address Points,28362,2.1757
ODB_v3_BC,BC,dataset,Buildings and Addresses,23280,1.7858
ODB_v3_BC,BC,dataset,Building Outlines; Civic Address Points,18561,1.4238
ODB_v3_BC,BC,dataset,Building Rooflines; Address Points,13054,1.0014
ODB_v3_BC,BC,dataset,Building Rooflines,8702,0.6675
ODB_v3_BC,BC,dataset,Building Outlines 2021,8152,0.6253
ODB_v3_BC,BC,dataset,Buildings - Inventory; Address Points,7936,0.6088
ODB_v3_BC,BC,dataset,RDCO Buildings,7536,0.5781
ODB_v3_BC,BC,dataset,District of Lake Country Building Footprints,7282,0.5586
ODB_v3_BC,BC,dataset,BuildingFootprints; AddressPoints,6882,0.5279
ODB_v3_BC,BC,dataset,BuildingFootprints,5745,0.4407
ODB_v3_BC,BC,dataset,Building Footprint; Addressing,4236,0.3249
ODB_v3_BC,BC,dataset,Building Outlines; Parcel Addresses,3967,0.3043
ODB_v3_BC,BC,dataset,District of Lake Country Building Footprints; District of Lake Country Address Points,3442,0.264
ODB_v3_BC,BC,dataset,Town of Gibsons Building Footprints,1910,0.1465
ODB_v3_BC,BC,dataset,RDCO Buildings; RDCO Address Points,1712,0.1313
ODB_v3_BC,BC,dataset,Buildings - Inventory,1311,0.1006
ODB_v3_BC,BC,dataset,Building Footprints 2015; Property addresses; Heritage sites,1219,0.0935
ODB_v3_BC,BC,dataset,Building; Address Point,1133,0.0869
ODB_v3_BC,BC,dataset,Town of Gibsons Building Footprints; Town of Gibsons Addresses,671,0.0515
ODB_v3_BC,BC,dataset,Building Footprints 2015; Heritage sites; Property addresses,570,0.0437
ODB_v3_BC,BC,dataset,Buildings; Places of Interest,278,0.0213
ODB_v3_BC,BC,dataset,Building Footprints 2015; Heritage sites,215,0.0165
ODB_v3_BC,BC,dataset,Buildings; Restaurants,208,0.016
ODB_v3_BC,BC,dataset,Building; Housing,208,0.016
ODB_v3_BC,BC,dataset,City Building,157,0.012
ODB_v3_BC,BC,dataset,Building Outlines; Heritage Buildings,142,0.0109
ODB_v3_BC,BC,dataset,Buildings; Addresses; Restaurants,138,0.0106
ODB_v3_BC,BC,dataset,Buildings; Heritage Sites,120,0.0092
ODB_v3_BC,BC,dataset,Building Footprints 2015; Property addresses; Cultural Spaces,113,0.0087
ODB_v3_BC,BC,dataset,Building; Arts Culture Education,111,0.0085
ODB_v3_BC,BC,dataset,Building Outlines; Civic Places,99,0.0076
ODB_v3_BC,BC,dataset,Building Footprints 2015; Schools,59,0.0045
ODB_v3_BC,BC,dataset,Automatically Extracted Buildings; Indigenous Community Infrastructure,58,0.0044
ODB_v3_BC,BC,dataset,Building Footprints 2015; Cultural Spaces,56,0.0043
ODB_v3_BC,BC,dataset,Buildings; Restaurants; Addresses,51,0.0039
ODB_v3_BC,BC,dataset,Building; Public Services,51,0.0039
ODB_v3_BC,BC,dataset,Building Footprints; Cultural Assets,37,0.0028
ODB_v3_BC,BC,dataset,Building Footprints 2015; Cultural Spaces; Property addresses,32,0.0025
ODB_v3_BC,BC,dataset,Building Footprints; Heritage List,30,0.0023
ODB_v3_BC,BC,dataset,Building; Facility,25,0.0019
ODB_v3_BC,BC,dataset,Building; Address; Facility,25,0.0019
ODB_v3_BC,BC,dataset,City Building; Address Point,21,0.0016
ODB_v3_BC,BC,dataset,Building Footprints 2015; Property addresses; Schools,17,0.0013
ODB_v3_BC,BC,dataset,Rental Buildings,16,0.0012
ODB_v3_BC,BC,dataset,Buildings; Places of Interest; Addresses,16,0.0012
ODB_v3_BC,BC,dataset,Building; Facility; Address,16,0.0012
ODB_v3_BC,BC,dataset,City Facilities,15,0.0012
ODB_v3_BC,BC,dataset,"Buildings layer (part of cadastral dataset); Civic Points of Interest (Part of Parks, Recreation and Culture)",15,0.0012
ODB_v3_BC,BC,dataset,Automatically Extracted Buildings; National Railway Network - NRWN - GeoBase Series,15,0.0012
ODB_v3_BC,BC,dataset,Building; Address Point; Public Services,14,0.0011
ODB_v3_BC,BC,dataset,Building Outlines; SkyTrain Station,11,0.0008
ODB_v3_BC,BC,dataset,Buildings; Addresses; Heritage Sites,10,0.0008
ODB_v3_BC,BC,dataset,Buildings; Addresses; Places of Interest,9,0.0007
ODB_v3_BC,BC,dataset,Building; Address Point; Arts Culture Education,9,0.0007
ODB_v3_BC,BC,dataset,Building Rooflines; Address Points; Arts and Culture Facilities (OCP),9,0.0007
ODB_v3_BC,BC,dataset,Building; Arts Culture Education; Public Services,8,0.0006
ODB_v3_BC,BC,dataset,Building; Address Point; Housing,8,0.0006
ODB_v3_BC,BC,dataset,Building Footprints 2015; Property addresses; Libraries,8,0.0006
ODB_v3_BC,BC,dataset,Building Footprints 2015; Property addresses; Heritage sites; Cultural Spaces,8,0.0006
ODB_v3_BC,BC,dataset,Building Footprints 2015; Homeless shelter locations; Property addresses,8,0.0006
ODB_v3_BC,BC,dataset,Park Structures,7,0.0005
ODB_v3_BC,BC,dataset,Buildings; Addresses; Points Of Interest,7,0.0005
ODB_v3_BC,BC,dataset,"Buildings layer (part of cadastral dataset); Facility Locations (Part of Parks, Recreation and Culture)",7,0.0005
ODB_v3_BC,BC,dataset,Building Rooflines; City and Neighbourhood Facilities,7,0.0005
ODB_v3_BC,BC,dataset,Building Footprints 2015; Property addresses; Fire halls,7,0.0005
ODB_v3_BC,BC,dataset,2022 Voting Location Building Footprint,7,0.0005
ODB_v3_BC,BC,dataset,Schools,6,0.0005
ODB_v3_BC,BC,dataset,Buildings; Heritage Sites; Addresses,6,0.0005
ODB_v3_BC,BC,dataset,Building Rooflines; Address Points; Schools,6,0.0005
ODB_v3_BC,BC,dataset,Building Rooflines; Address Points; City and Neighbourhood Facilities,6,0.0005
ODB_v3_BC,BC,dataset,Prominent Heritage Buildings (OCP); Address Points,5,0.0004
ODB_v3_BC,BC,dataset,Buildings; Points Of Interest; Addresses,5,0.0004
ODB_v3_BC,BC,dataset,Building Outlines; Civic Places; Heritage Buildings,5,0.0004
ODB_v3_BC,BC,dataset,Building Footprints 2015; Schools; Property addresses,5,0.0004
ODB_v3_BC,BC,dataset,Building Footprints 2015; Heritage sites; Property addresses; Cultural Spaces,5,0.0004
ODB_v3_BC,BC,dataset,Building Footprints 2015; Fire halls,5,0.0004
ODB_v3_BC,BC,dataset,Building Footprint; Point of Interest,5,0.0004
ODB_v3_BC,BC,dataset,Rental Buildings; Address Points,4,0.0003
ODB_v3_BC,BC,dataset,Prominent Heritage Buildings (OCP),4,0.0003
ODB_v3_BC,BC,dataset,Hospital,4,0.0003
ODB_v3_BC,BC,dataset,Buildings; Points Of Interest,4,0.0003
ODB_v3_BC,BC,dataset,Building; Housing; Address Point,4,0.0003
ODB_v3_BC,BC,dataset,Building Rooflines; Arts and Culture Facilities (OCP); Address Points,4,0.0003
ODB_v3_BC,BC,dataset,Building Footprints 2015; Community centres; Cultural Spaces,4,0.0003
ODB_v3_BC,BC,dataset,Building Footprints (2021).; Firehalls,4,0.0003
ODB_v3_BC,BC,dataset,Building Footprint; Addressing; Building Points,4,0.0003
ODB_v3_BC,BC,dataset,"Automatically Extracted Buildings; Power Plants, 100 MW or more - North American Cooperation on Energy Information",4,0.0003
ODB_v3_BC,BC,dataset,Building; Public Services; Arts Culture Education,3,0.0002
ODB_v3_BC,BC,dataset,Building Outlines; Heritage Buildings; Civic Places,3,0.0002
ODB_v3_BC,BC,dataset,Building Footprints 2015; Schools; Heritage sites,3,0.0002
ODB_v3_BC,BC,dataset,Building Footprint; Schools; Addressing,3,0.0002
ODB_v3_BC,BC,dataset,Building Footprint; Point of Interest; Schools,3,0.0002
ODB_v3_BC,BC,dataset,Building Footprint; Addressing; Health Facility,3,0.0002
ODB_v3_BC,BC,dataset,Buildings; Restaurants; Places of Interest,2,0.0002
ODB_v3_BC,BC,dataset,Buildings; Recreation Locations; Addresses,2,0.0002
ODB_v3_BC,BC,dataset,"Buildings layer (part of cadastral dataset); Civic Points of Interest (Part of Parks, Recreation and Culture); Facility Locations (Part of Parks, Recreation and Culture)",2,0.0002
ODB_v3_BC,BC,dataset,Building; Public Services; Address Point,2,0.0002
ODB_v3_BC,BC,dataset,Building; Arts Culture Education; Address Point,2,0.0002
ODB_v3_BC,BC,dataset,Building; Address Point; Arts Culture Education; Public Services,2,0.0002
ODB_v3_BC,BC,dataset,Building Rooflines; Schools,2,0.0002
